%# net.balmeyer.qno.dico.DictionaryCSV					
texte	type	groupe	pluriel	feminin	femininpluriel
syntaxe	nf				
syntaxique	adj				
synthèse	nf				
synthétique	adj				
synthétiser	v				
synthétiseur	nm				
syntonisation	nf				
syphilis	nf				
syphilitique	nm				
syrien	nm				
systématique	adj				
systématisation	nf				
systématiser	v				
système	nm				
systémique	adj				
t	null				
T	null				
t'	null				
ta	adj				
tabac	nm				
tabagisme	nm				
tabasser	v				
tabatière	nf				
tabernacle	nm				
table	nf				
tableau	nm				
tablée	nf				
tabler	v				
table ronde	nf				
tablette	nf				
tableur	nm				
tablier	nm				
tabloïd	nm				
tabou	nm				
taboulé	nm				
tabouret	nm				
tabulateur	nm				
tac	nm				
tache	nf				
tache	nf				
taché	adj				
tacher	v				
tacher	v				
tacheter	v				
tachy-	null				
tachycardie	nf				
tachymètre	nm				
tacite	adj				
tacitement	adj				
taciturne	adj				
tacot	nm				
tact	nm				
tactile	adj				
tactique	nf				
tænia	null				
taffetas	nm				
tagliatelle	nf				
tahitien	nm				
taiaut!	null				
taie	nf				
taillader	v				
taille	nf				
taille-crayon(s)	nm				
taille-douce	nf				
taille-ongles	nm				
tailler	v				
tailleur	nm				
taillis	nm				
tain	nm				
taire	v				
talc	nm				
talent	nm				
talentueux	adj				
talion	nm				
talisman	nm				
talkie-walkie	nm				
taloche	nf				
talon	nm				
talonnement	nm				
talonner	v				
talquer	v				
talus	nm				
tamanoir	nm				
tamarin	nm				
tamarinier	nm				
tamaris	nm				
tambour	nm				
tambourin	nm				
tambourinage	nm				
tambourinement	nm				
tambouriner	v				
tamil	null				
tamis	nm				
tamisage	nm				
tamiser	v				
tamoul	nm				
tampon	nm				
tamponnage	nm				
tamponnement	nm				
tamponner	v				
tamponneur	adj				
tam-tam	nm				
tanagra	nm				
tancer	v				
tanche	nf				
tandem	nm				
tandis que	null				
tangage	nm				
tangent	nf				
tangentiel	adj				
tangible	nm				
tango	nm				
tanguer	vi				
tanière	nf				
tanin	nm				
tank	nm				
tanker	nm				
tannage	nm				
tannant	adj				
tanné	adj				
tanner	v				
tannerie	nf				
tanneur	nm				
tannin	null				
tant	adj				
tantale	nm				
tante	nf				
tantine	nf				
tantinet	nm				
tantôt	adj				
tanzanien	nm				
T.A.O.	null				
taoisme	nm				
taoiste	nm				
taon	nm				
tapage	nm				
tapageur	adj				
tapageusement	adj				
tapant	adj				
tape	nf				
tape-à-l'oeil	nm				
tapement	nm				
taper	v				
tapette	nf				
tapin	nm				
tapinois (en)	adj				
tapioca	nm				
tapir	nm				
tapir (se)	null				
tapis	nm				
tapisser	v				
tapisserie	nf				
tapissier	nm				
tapotement	nm				
tapoter	v				
taquet	nm				
taquin	nm				
taquiner	v				
taquinerie	nf				
tarabiscoté	adj				
tarabuster	v				
taratata!	null				
taraud	nm				
taraudage	nm				
tarauder	v				
taraudeuse	nf				
tarbouch	nm				
tard	nm				
tarder	vi				
tardif	adj				
tardivement	adj				
tare	nf				
tare	nm				
tarentelle	nf				
tarentule	nf				
targette	nf				
targuer (se)	null				
targui	null				
tarif	nm				
tarifaire	adj				
tarifer	v				
tarification	nf				
tarir	v				
tarot	nm				
tartan	nm				
tartare	nm				
tarte	nf				
tartelette	nf				
tartine	nf				
tartiner	v				
tartre	nm				
tartuf(f)e	nm				
tartuf(f)erie	nf				
tas	nm				
tasmanien	nm				
tasse	nf				
tassement	nm				
tasser	v				
taste-vin	null				
tata	nf				
tatami	nm				
tater	v				
tate-vin	nm				
tatillon	nm				
tatonnement	nm				
tatonner	vi				
tatons (à)	adj				
tatou	nm				
tatouage	nm				
tatouer	v				
tau	nm				
taudis	nm				
taupe	nf				
taupinière	nf				
taure	nf				
taureau	nm				
tauromachie	nf				
tauromachique	adj				
tauto-	null				
tautologie	nf				
tautologique	adj				
taux	nm				
taveler	v				
tavelure	nf				
taverne	nf				
taxable	adj				
taxation	nf				
taxe	nf				
taxer	v				
taxi	nm				
taxidermie	nf				
taxidermiste	nm				
taximètre	nm				
taxinomie	nf				
taxinomique	adj				
taxiphone	nm				
tchadien	nm				
tchador	nm				
tchecoslovaque	nm				
tcheque	nm				
te	null				
technicien	nm				
technicité	nf				
technico-commercial	adj				
technique	nf				
techniquement	adj				
technocrate	nm				
technocratie	nf				
technologie	nf				
technologique	adj				
teck	nm				
teckel	nm				
tectonique	nf				
teen-ager	nm				
tee-shirt	nm				
teigne	nf				
teindre	v				
teint	nm				
teint	adj				
teinte	nf				
teinter	v				
teinture	nf				
teinturerie	nf				
teinturier	nm				
tek	null				
tel.	null				
tele	nf				
tele-	null				
telecommande	nf				
telecommander	v				
telecommunication	nf				
telecopie	nf				
telecopieur	nm				
teledétection	nf				
teledistribution	nf				
tele-enseignement	nm				
telegénique	adj				
telegramme	nm				
telegraphe	nm				
telegraphie	nf				
telegraphier	v				
telegraphique	adj				
telegraphiquement	adj				
telegraphiste	nm				
teleguidage	nm				
teleguider	v				
teleimprimeur	nm				
teleinformatique	nf				
telematique	nf				
teleobjectif	nm				
telepathie	nf				
telephérique	nm				
telephone	nm				
telephoner	v				
telephonie	nf				
telephonique	adj				
telephoniste	nm				
telescopage	nm				
telescope	nm				
telescoper	v				
telescopique	adj				
telescripteur	nm				
telesiège	nm				
teleski	nm				
telespectateur	nm				
teletel	nm				
teletraitement	nm				
teletype	nm				
televiser	v				
televiseur	nm				
television	nf				
telex	nm				
telexer	v				
telexiste	nm				
tellement	adj				
tellurique	adj				
temeraire	adj				
temerairement	adj				
temerité	nf				
temoignage	nm				
temoigner	v				
temoin	nm				
tempe	nf				
tempérament	nm				
tempérance	nf				
température	nf				
tempéré	adj				
tempérer	v				
tempête	nf				
tempête de neige	nf				
temple	nm				
tempo	nm				
temporaire	adj				
temporairement	adj				
temporal	adj				
temporel	adj				
temporisateur	nm				
temporisation	nf				
temporiser	vi				
temps	nm				
tenace	adj				
tenacité	nf				
tenaille	nf				
tenailler	v				
tenancier	nm				
tenant	nm				
tendance	nf				
tendancieusement	adj				
tendancieux	adj				
tendinite	nf				
tendon	nm				
tendre	adj				
tendre	v				
tendrement	adj				
tendresse	nf				
tendreté	nf				
tendron	nm				
tendu	adj				
tenebres	nf				
tenebreux	adj				
teneur	nf				
teneur	nm				
tenia	nm				
tenir	v				
tennis	nm				
tenon	nm				
tenor	nm				
tension	nf				
tentaculaire	adj				
tentacule	nm				
tentant	adj				
tentateur	nm				
tentation	nf				
tentative	nf				
tente	nf				
tenter	v				
tenture	nf				
tenu	adj				
tenu	adj				
tenue	nf				
tequila	nf				
ter	adj				
tera-	null				
terato-	null				
teratogène	adj				
terebenthine	nf				
tergal	nm				
tergiversation	nf				
tergiverser	vi				
terme	nm				
terminaison	nf				
terminal	nm				
terminer	v				
terminologie	nf				
terminologique	adj				
terminologue	nm				
terminus	nm				
termite	nm				
termitière	nf				
terne	adj				
ternir	v				
terrain	nm				
terrasse	nf				
terrassement	nm				
terrasser	v				
terre	nf				
terreau	nm				
terre-neuve	nm				
terre-neuvien	nm				
terre-plein	nm				
terrer (se)	null				
terrestre	adj				
terreur	nf				
terreux	adj				
terrible	adj				
terriblement	adj				
terrien	nm				
terrier	nm				
terrifiant	adj				
terrifier	v				
terrine	nf				
territoire	nm				
territorial	adj				
territorialité	nf				
terroir	nm				
terroriser	v				
terrorisme	nm				
terroriste	nm				
tertiaire	nm				
tertio	adj				
tertre	nm				
tes	adj				
tesson	nm				
test	nm				
testament	nm				
testamentaire	adj				
testateur	nm				
tester	v				
testicule	nm				
testostérone	nf				
tetanos	nm				
tetard	nm				
tete	nf				
tete-à-queue	nm				
tete-à-tête	nm				
tete-bêche	adj				
tete-de-Maure	nm				
tete-de-nègre	nm				
tetee	nf				
teter	v				
tetine	nf				
teton	nm				
tetr(a)-	null				
tetraèdre	nm				
tetraédrique	adj				
tetraplégie	nf				
tetrapode	nm				
tetras	nm				
tetu	adj				
teuton	nm				
teutonique	adj				
texan	nm				
texte	nm				
textuel	adj				
textuellement	adj				
texture	nf				
texturer	v				
T.G.V.	null				
th	null				
thailandais	nm				
thalamus	nm				
thalasso-	null				
thalassothérapie	nf				
thalidomide	nf				
thanato-	null				
thanatologie	nf				
thaumaturge	nm				
the	nm				
theatral	adj				
theatralement	adj				
theatre	nm				
-thee	null				
theier	nm				
theier	adj				
theière	nf				
theine	nf				
thematique	nf				
theme	nm				
theo-	null				
theologie	nf				
theologien	nm				
theologique	adj				
theorème	nm				
theoricien	nm				
theorie	nf				
theorique	adj				
theoriquement	adj				
-theque	null				
therapeute	nm				
therapeutique	adj				
-therapie	null				
therapie	nf				
therm-	null				
thermal	adj				
thermes	nm				
thermie	nf				
thermique	adj				
thermo-	null				
thermoélectricité	nf				
thermoélectrique	adj				
thermomètre	nm				
thermométrie	nf				
thermonucléaire	adj				
thermopompe	nf				
thermopropulsion	nf				
thermos	nf				
thermostat	nm				
thesaurisation	nf				
thesauriser	v				
thesaurus	nm				
these	nf				
theta	nm				
thiamine	nf				
thibaude	nf				
thon	nm				
thonier	nm				
thoracique	adj				
thorax	nm				
thriller	nm				
thrombose	nf				
thuriféraire	nm				
thuya	nm				
thym	nm				
thymus	nm				
thyroïde	nf				
thyroïdien	adj				
tiare	nf				
tibetain	nm				
tibia	nm				
tic	nm				
ticket	nm				
tic-tac	nm				
tiede	adj				
tiedement	adj				
tiedeur	nf				
tiedir	v				
tien	adj				
tierce	nf				
tiercé	nm				
tiers	nm				
tige	nf				
tignasse	nf				
tigre	nm				
tigré	adj				
tigresse	nf				
tilleul	nm				
timbale	nf				
timbrage	nm				
timbre	nm				
timbré	adj				
timbrer	v				
timide	nm				
timidement	adj				
timidité	nf				
timon	nm				
timonerie	nf				
timoré	adj				
tintamarre	nm				
tintement	nm				
tinter	vi				
tintinnabuler	vi				
tintouin	nm				
tique	nf				
tiquer	vi				
tir	nm				
tirade	nf				
tirage	nm				
tiraillement	nm				
tirailler	v				
tire	nm				
tire-au-flanc	nm				
tire-botte	nm				
tire-bouchon	nm				
tire-bouchonner	v				
tire-d'aile (à)	adj				
tire-fesses	nm				
tire-larigot (à)	adj				
tire-ligne	nm				
tirelire	nf				
tirer	v				
tiret	nm				
tireur	nm				
tiroir	nm				
tiroir-caisse	nm				
tisane	nf				
tison	nm				
tisonner	v				
tisonnier	nm				
tissage	nm				
tisser	v				
tisserand	nm				
tissu	nm				
titan	nm				
titanique	adj				
titillation	nf				
titiller	v				
titrage	nm				
titre	nm				
titrer	v				
titubant	adj				
tituber	vi				
titulaire	nm				
titularisation	nf				
titulariser	v				
T.N.T.	null				
toast	nm				
toboggan	nm				
toc	nm				
toccata	nf				
tocsin	nm				
toge	nf				
togolais	nm				
tohu-bohu	nm				
toi	null				
toile	nf				
toilettage	nm				
toilette	nf				
toiletter	v				
toise	nf				
toiser	v				
toison	nf				
toit	nm				
toiture	nf				
tole	nf				
tolerable	adj				
tolerance	nf				
tolerant	adj				
tolerer	v				
tolerie	nf				
tollé	nm				
tomahawk	nm				
tomaison	nf				
tomate	nf				
tombal	adj				
tombant	adj				
tombe	nf				
tombeau	nm				
tombée	nf				
tomber	vi				
tombereau	nm				
tombeur	nm				
tombola	nf				
tome	nm				
tomme	nf				
tommette	nf				
tomodensitomètre	nm				
ton	adj				
ton	nm				
tonalité	nf				
tondeuse	nf				
tondre	v				
tonifier	v				
tonique	nm				
tonitruant	adj				
tonnage	nm				
tonne	nf				
tonneau	nm				
tonnelet	nm				
tonnelle	nf				
tonner	null				
tonnerre	nm				
tonsure	nf				
tonsurer	v				
tonte	nf				
tonton	nm				
tonus	nm				
top	nm				
topaze	nf				
topinambour	nm				
topique	nm				
topo	nm				
topographe	nm				
topographie	nf				
topographique	adj				
toponyme	nm				
toponymie	nf				
toponymique	adj				
toponymiste	nm				
toquade	nf				
toque	nf				
toqué	nm				
toquer (se)	null				
torche	nf				
torcher	v				
torchère	nf				
torchon	nm				
tordage	nm				
tordant	adj				
tord-boyaux	nm				
tordre	v				
tordu	adj				
toreador	nm				
toreer	vi				
torero	nm				
tornade	nf				
torpeur	nf				
torpillage	nm				
torpille	nf				
torpiller	v				
torréfaction	nf				
torréfier	v				
torrent	nm				
torrentiel	adj				
torride	adj				
tors	adj				
torsade	nf				
torsader	v				
torse	nm				
tort	nm				
torticolis	nm				
tortillement	nm				
tortiller	v				
tortionnaire	nm				
tortue	nf				
tortueusement	adj				
tortueux	adj				
torture	nf				
torturer	v				
torve	adj				
toscan	nm				
tot	adj				
total	nm				
totalement	adj				
totalisation	nf				
totaliser	v				
totalitaire	adj				
totalité	nf				
totem	nm				
totemique	adj				
touage	nm				
touareg	nm				
toubib	nm				
toucan	nm				
touchant	null				
touchant	adj				
touche	nf				
touche-à-tout	nm				
toucher	v				
toucher	nm				
touer	v				
touffe	nf				
touffu	adj				
touillage	nm				
touiller	v				
toujours	adj				
toundra	nf				
toupet	nm				
toupie	nf				
tour	nm				
tourbe	nf				
tourbeux	adj				
tourbière	nf				
tourbillon	nm				
tourbillonnant	adj				
tourbillonnement	nm				
tourbillonner	vi				
tourelle	nf				
tourisme	nm				
touriste	nm				
touristique	adj				
tourmaline	nf				
tourment	nm				
tourmente	nf				
tourmenté	adj				
tourmenter	v				
tournage	nm				
tournant	nm				
tourne-	null				
tournebouler	v				
tournebroche	nm				
tourne-disque	nm				
tournedos	nm				
tournée	nf				
tournemain (en un)	adj				
tourner	v				
tournesol	nm				
tournevis	nm				
tournicoter	vi				
tourniquet	nm				
tournis	nm				
tournoi	nm				
tournoiement	nm				
tournoyer	vi				
tournure	nf				
tour-opérateur	nm				
tourte	nf				
tourteau	nm				
tourtereau	nm				
tourterelle	nf				
tourtière	nf				
Toussaint	nf				
tousser	vi				
toussotement	nm				
toussoter	vi				
tous terrains	null				
tout-à-l'égout	nm				
toutefois	adj				
toutou	nm				
tout-petit	nm				
tout-puissant	adj				
tout terrain	nm				
tout-venant	nm				
toux	nf				
toxicité	nf				
toxico-	null				
toxicologie	nf				
toxicologique	adj				
toxicologue	nm				
toxicomane	nm				
toxicomanie	nf				
toxique	nm				
trac	nm				
tracant	adj				
tracas	nm				
tracasser	v				
tracasserie	nf				
tracassier	adj				
trace	nf				
tracer	v				
traceur	nm				
trachéal	adj				
trachée	nf				
trachéite	nf				
trachéo-bronchite	nf				
tract	nm				
tractation	nf				
tracter	v				
tracteur	nm				
traction	nf				
tradition	nf				
traditionnel	adj				
traditionnellement	adj				
traducteur	nm				
traduction	nf				
traduire	v				
traduisible	adj				
trafic	nm				
traficoter	v				
trafiquant	nm				
trafiquer	v				
tragédie	nf				
tragédien	nm				
tragique	nm				
tragiquement	adj				
trahir	v				
trahison	nf				
train	nm				
trainard	nm				
traine	nf				
traineau	nm				
trainée	nf				
trainer	v				
traine-savates	nm				
train-train	nm				
traire	v				
trait	nm				
traite	nf				
traité	nm				
traitement	nm				
traiter	v				
traiteur	nm				
traitre	nm				
traitreusement	adj				
traitrise	nf				
trajectoire	nf				
trajet	nm				
tram	nm				
trame	nf				
tramer	v				
tramontane	nf				
trampoline	nm				
tramway	nm				
tranchant	nm				
tranche	nf				
tranchée	nf				
trancher	v				
tranquille	adj				
tranquillement	adj				
tranquillisant	nm				
tranquilliser	v				
tranquillité	nf				
trans-	null				
transaction	nf				
transat	nm				
transatlantique	nm				
transbahuter	v				
